Symbol,Security Name,Industry
TNPL,Tamil Nadu Newsprint & Papers Ltd.,PAPER AND PAPER PRODUCTS
TORNTPHARM,Torrent Pharmaceuticals Ltd.,PHARMACEUTICALS
TORNTPOWER,Torrent Power Ltd.,POWER
TRENT,Trent Ltd.,MISCELLANEOUS
TRIDENT,Trident Ltd.,TEXTILE PRODUCTS
TRITURBINE,Triveni Turbine Ltd.,ELECTRICAL EQUIPMENT
TTKPRESTIG,TTK Prestige Ltd.,CONSUMER DURABLES
TV18BRDCST,TV18 Broadcast Ltd.,MEDIA & ENTERTAINMENT
TVSMOTOR,TVS Motor Company Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS
TVSSRICHAK,TVS Srichakra Ltd.,TYRES
TVTODAY,TV Today Network Ltd.,MEDIA & ENTERTAINMENT
UBL,United Breweries Ltd.,BREW/DISTILLERIES
UCOBANK,UCO Bank,BANKS
UFLEX,UFLEX Ltd.,PACKAGING
UJJIVAN,Ujjivan Financial Services Ltd.,FINANCE
ULTRACEMCO,UltraTech Cement Ltd.,CEMENT AND CEMENT PRODUCTS
UNICHEMLAB,Unichem Laboratories Ltd.,PHARMACEUTICALS
UNIONBANK,Union Bank oflndia,BANKS
UNITECH,Unitech Ltd.,CONSTRUCTION
UPL,UPL Ltd.,PESTICIDES AND AGROCHEMICALS
VAKRANGEE,Vakrangee Ltd.,COMPUTERS - SOFTWARE
VBL,Varun Beverages Ltd.,FOOD AND FOOD PROCESSING
VEDL,Vedanta Ltd.,MINING
VGUARD,V-Guard Industries Ltd.,ELECTRONICS - INDUSTRIAL
VIDEOIND,Videocon Industries Ltd.,CONSUMER DURABLES
VDAYABANK,Vijaya Bank,BANKS
VINATIORGA,Vinati Organics Ltd.,CHEMICALS - SPECIALITY
VIPIND,V.LP. Industries Ltd.,PLASTIC AND PLASTIC PRODUCTS
VOLTAS,Voltas Ltd.,ENGINEERING
VRLLOG,VRL Logistics Ltd.,TRAVEL AND TRANSPORT
VSTIND,VST Industries Ltd.,
YTL,Vardhman Textiles Ltd.,
WABAG,Va Tech Wabag Ltd.,
WABCOINDIA,WABCO India Ltd.,
WELCORP,Welspun Corp Ltd.,
WELSPUNIND,Welspun India Ltd.,
WHIRLPOOL,Whirlpool of India Ltd.,
WIPRO,Wipro Ltd.,
WOCKPHARMA,Wockhardt Ltd.,
WONDERLA,Wonderla Holidays Ltd.,
YESBANK,Yes Bank Ltd.,
ZEEL,Zee Entertainment Enterprises Ltd.,
ZEELEARN,Zee Learn Ltd.,
ZENSARTECH,Zensar Technolgies Ltd.,
ZYDUSWELL,Zydus Wellness Ltd.,
