Symbol,Security Name,Industry
ERIS,Eris Lifesciences Ltd.,Healthcare
ESCORTS,Escorts Kubota Ltd.,Capital Goods
EXIDEIND,Exide Industries Ltd.,Automobile and Auto Components
FDC,FDC Ltd.,Healthcare
NYKAA,FSN E-Commerce Ventures Ltd.,Consumer Services
FEDERALBNK,Federal Bank Ltd.,Financial Services
FACT,Fertilisers and Chemicals Travancore Ltd.,Chemicals
FINEORG,Fine Organic Industries Ltd.,Chemicals
FINCABLES,Finolex Cables Ltd.,Capital Goods
FINPIPE,Finolex Industries Ltd.,Capital Goods
FSL,Firstsource Solutions Ltd.,Services
FIVESTAR,Five-Star Business Finance Ltd.,Financial Services
FORTIS,Fortis Healthcare Ltd.,Healthcare
GRINFRA,G R Infraprojects Ltd.,Construction
GAIL,GAIL (India) Ltd.,Oil Gas & Consumable Fuels
GMMPFAUDLR,GMM Pfaudler Ltd.,Capital Goods
GMRINFRA,GMR Airports Infrastructure Ltd.,Services
GALAXYSURF,Galaxy Surfactants Ltd.,Chemicals
GARFIBRES,Garware Technical Fibres Ltd.,Textiles
GICRE,General Insurance Corporation of India,Financial Services
GLAND,Gland Pharma Ltd.,Healthcare
GLAXO,Glaxosmithkline Pharmaceuticals Ltd.,Healthcare
GLENMARK,Glenmark Pharmaceuticals Ltd.,Healthcare
MEDANTA,Global Health Ltd.,Healthcare
GOCOLORS,Go Fashion (India) Ltd.,Consumer Services
GODFRYPHLP,Godfrey Phillips India Ltd.,Fast Moving Consumer Goods
GODREJAGRO,Godrej Agrovet Ltd.,Fast Moving Consumer Goods
GODREJCP,Godrej Consumer Products Ltd.,Fast Moving Consumer Goods
GODREJIND,Godrej Industries Ltd.,Diversified
GODREJPROP,Godrej Properties Ltd.,Realty
GRANULES,Granules India Ltd.,Healthcare
GRAPHITE,Graphite India Ltd.,Capital Goods
GRASIM,Grasim Industries Ltd.,Construction Materials
GESHIP,Great Eastern Shipping Co. Ltd.,Services
GREENPANEL,Greenpanel Industries Ltd.,Consumer Durables
GRINDWELL,Grindwell Norton Ltd.,Capital Goods
GUJALKALI,Gujarat Alkalies & Chemicals Ltd.,Chemicals
GAEL,Gujarat Ambuja Exports Ltd.,Fast Moving Consumer Goods
FLUOROCHEM,Gujarat Fluorochemicals Ltd.,Chemicals
GUJGASLTD,Gujarat Gas Ltd.,Oil Gas & Consumable Fuels
GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Ltd.,Chemicals
GPPL,Gujarat Pipavav Port Ltd.,Services
GSFC,Gujarat State Fertilizers & Chemicals Ltd.,Chemicals
GSPL,Gujarat State Petronet Ltd.,Oil Gas & Consumable Fuels
HEG,H.E.G. Ltd.,Capital Goods
HCLTECH,HCL Technologies Ltd.,Information Technology
HDFCAMC,HDFC Asset Management Company Ltd.,Financial Services
HDFCBANK,HDFC Bank Ltd.,Financial Services
HDFCLIFE,HDFC Life Insurance Company Ltd.,Financial Services
HFCL,HFCL Ltd.,Telecommunication
HLEGLAS,HLE Glascoat Ltd.,Capital Goods
HAPPSTMNDS,Happiest Minds Technologies Ltd.,Information Technology
HAVELLS,Havells India Ltd.,Consumer Durables
HEROMOTOCO,Hero MotoCorp Ltd.,Automobile and Auto Components
HIKAL,Hikal Ltd.,Healthcare
HINDALCO,Hindalco Industries Ltd.,Metals & Mining
HGS,Hinduja Global Solutions Ltd.,Services
HAL,Hindustan Aeronautics Ltd.,Capital Goods
HINDCOPPER,Hindustan Copper Ltd.,Metals & Mining
HINDPETRO,Hindustan Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels
HINDUNILVR,Hindustan Unilever Ltd.,Fast Moving Consumer Goods
HINDZINC,Hindustan Zinc Ltd.,Metals & Mining
POWERINDIA,Hitachi Energy India Ltd.,Capital Goods
HOMEFIRST,Home First Finance Company India Ltd.,Financial Services
HONAUT,Honeywell Automation India Ltd.,Capital Goods
HUDCO,Housing & Urban Development Corporation Ltd.,Financial Services
HDFC,Housing Development Finance Corporation Ltd.,Financial Services
ICICIBANK,ICICI Bank Ltd.,Financial Services
ICICIGI,ICICI Lombard General Insurance Company Ltd.,Financial Services
ICICIPRULI,ICICI Prudential Life Insurance Company Ltd.,Financial Services
ISEC,ICICI Securities Ltd.,Financial Services
IDBI,IDBI Bank Ltd.,Financial Services
IDFCFIRSTB,IDFC First Bank Ltd.,Financial Services
IDFC,IDFC Ltd.,Financial Services
IFBIND,IFB Industries Ltd.,Consumer Durables
IIFL,IIFL Finance Ltd.,Financial Services
IRB,IRB Infrastructure Developers Ltd.,Construction
ITC,ITC Ltd.,Fast Moving Consumer Goods
ITI,ITI Ltd.,Telecommunication
INDIACEM,India Cements Ltd.,Construction Materials
IBULHSGFIN,Indiabulls Housing Finance Ltd.,Financial Services
IBREALEST,Indiabulls Real Estate Ltd.,Realty
INDIAMART,Indiamart Intermesh Ltd.,Consumer Services
INDIANB,Indian Bank,Financial Services
IEX,Indian Energy Exchange Ltd.,Financial Services
INDHOTEL,Indian Hotels Co. Ltd.,Consumer Services
IOC,Indian Oil Corporation Ltd.,Oil Gas & Consumable Fuels
IOB,Indian Overseas Bank,Financial Services
IRCTC,Indian Railway Catering And Tourism Corporation Ltd.,Consumer Services
IRFC,Indian Railway Finance Corporation Ltd.,Financial Services
INDIGOPNTS,Indigo Paints Ltd.,Consumer Durables
IGL,Indraprastha Gas Ltd.,Oil Gas & Consumable Fuels
INDUSTOWER,Indus Towers Ltd.,Telecommunication
INDUSINDBK,IndusInd Bank Ltd.,Financial Services
INFIBEAM,Infibeam Avenues Ltd.,Financial Services
NAUKRI,Info Edge (India) Ltd.,Consumer Services
INFY,Infosys Ltd.,Information Technology
INGERRAND,Ingersoll Rand (India) Ltd.,Capital Goods
JBCHEPHARM,J.B. Chemicals & Pharmaceuticals Ltd.,Healthcare
JKCEMENT,J.K. Cement Ltd.,Construction Materials
JBMA,JBM Auto Ltd.,Automobile and Auto Components
JKLAKSHMI,JK Lakshmi Cement Ltd.,Construction Materials
JKPAPER,JK Paper Ltd.,Forest Materials
JMFINANCIL,JM Financial Ltd.,Financial Services
JSWENERGY,JSW Energy Ltd.,Power
JSWSTEEL,JSW Steel Ltd.,Metals & Mining
JAMNAAUTO,Jamna Auto Industries Ltd.,Automobile and Auto Components
JSL,Jindal Stainless Ltd.,Metals & Mining
JINDALSTEL,Jindal Steel & Power Ltd.,Metals & Mining
JINDWORLD,Jindal Worldwide Ltd.,Textiles
JUBLFOOD,Jubilant Foodworks Ltd.,Consumer Services
JUBLINGREA,Jubilant Ingrevia Ltd.,Chemicals
JUBLPHARMA,Jubilant Pharmova Ltd.,Healthcare
JUSTDIAL,Justdial Ltd.,Consumer Services
JYOTHYLAB,Jyothy Labs Ltd.,Fast Moving Consumer Goods
KPRMILL,K.P.R. Mill Ltd.,Textiles
KEI,KEI Industries Ltd.,Capital Goods
KNRCON,KNR Constructions Ltd.,Construction
KPITTECH,KPIT Technologies Ltd.,Information Technology
KRBL,KRBL Ltd.,Fast Moving Consumer Goods
KSB,KSB Ltd.,Capital Goods
KAJARIACER,Kajaria Ceramics Ltd.,Consumer Durables
KPIL,Kalpataru Projects International Ltd.,Construction
KALYANKJIL,Kalyan Jewellers India Ltd.,Consumer Durables
KANSAINER,Kansai Nerolac Paints Ltd.,Consumer Durables
KARURVYSYA,Karur Vysya Bank Ltd.,Financial Services
KEC,Kec International Ltd.,Capital Goods
KENNAMET,Kennametal India Ltd.,Capital Goods
RUSTOMJEE,Keystone Realtors Ltd.,Realty
KFINTECH,Kfin Technologies Ltd.,Financial Services
KOTAKBANK,Kotak Mahindra Bank Ltd.,Financial Services
KIMS,Krishna Institute of Medical Sciences Ltd.,Healthcare
L&TFH,L&T Finance Holdings Ltd.,Financial Services
LTTS,L&T Technology Services Ltd.,Information Technology
LICHSGFIN,LIC Housing Finance Ltd.,Financial Services
LTIM,LTIMindtree Ltd.,Information Technology
LAXMIMACH,Lakshmi Machine Works Ltd.,Capital Goods
LT,Larsen & Toubro Ltd.,Construction
LATENTVIEW,Latent View Analytics Ltd.,Information Technology
LAURUSLABS,Laurus Labs Ltd.,Healthcare
LXCHEM,Laxmi Organic Industries Ltd.,Chemicals
LEMONTREE,Lemon Tree Hotels Ltd.,Consumer Services
LICI,Life Insurance Corporation of India,Financial Services
LINDEINDIA,Linde India Ltd.,Chemicals
LUPIN,Lupin Ltd.,Healthcare
LUXIND,Lux Industries Ltd.,Textiles
MMTC,MMTC Ltd.,Services
MRF,MRF Ltd.,Automobile and Auto Components
MTARTECH,MTAR Technologies Ltd.,Capital Goods
LODHA,Macrotech Developers Ltd.,Realty
MGL,Mahanagar Gas Ltd.,Oil Gas & Consumable Fuels
M&MFIN,Mahindra & Mahindra Financial Services Ltd.,Financial Services
M&M,Mahindra & Mahindra Ltd.,Automobile and Auto Components
MHRIL,Mahindra Holidays & Resorts India Ltd.,Consumer Services
MAHLIFE,Mahindra Lifespace Developers Ltd.,Realty
MAHLOG,Mahindra Logistics Ltd.,Services
MANAPPURAM,Manappuram Finance Ltd.,Financial Services
MRPL,Mangalore Refinery & Petrochemicals Ltd.,Oil Gas & Consumable Fuels
MARICO,Marico Ltd.,Fast Moving Consumer Goods
MARUTI,Maruti Suzuki India Ltd.,Automobile and Auto Components
MASTEK,Mastek Ltd.,Information Technology
MFSL,Max Financial Services Ltd.,Financial Services
MAXHEALTH,Max Healthcare Institute Ltd.,Healthcare
MAZDOCK,Mazagoan Dock Shipbuilders Ltd.,Capital Goods
MEDPLUS,Medplus Health Services Ltd.,Consumer Services
MFL,Meghmani Finechem Ltd.,Chemicals
METROBRAND,Metro Brands Ltd.,Consumer Durables
METROPOLIS,Metropolis Healthcare Ltd.,Healthcare
MSUMI,Motherson Sumi Wiring India Ltd.,Automobile and Auto Components
MOTILALOFS,Motilal Oswal Financial Services Ltd.,Financial Services
MPHASIS,MphasiS Ltd.,Information Technology
MCX,Multi Commodity Exchange of India Ltd.,Financial Services
MUTHOOTFIN,Muthoot Finance Ltd.,Financial Services
NATCOPHARM,NATCO Pharma Ltd.,Healthcare
NBCC,NBCC (India) Ltd.,Construction
NCC,NCC Ltd.,Construction
NHPC,NHPC Ltd.,Power
NLCINDIA,NLC India Ltd.,Power
NMDC,NMDC Ltd.,Metals & Mining
NSLNISP,NMDC Steel Ltd.,Metals & Mining
NOCIL,NOCIL Ltd.,Chemicals
NTPC,NTPC Ltd.,Power
NH,Narayana Hrudayalaya Ltd.,Healthcare
NATIONALUM,National Aluminium Co. Ltd.,Metals & Mining
NAVINFLUOR,Navin Fluorine International Ltd.,Chemicals
NAZARA,Nazara Technologies Ltd.,Media Entertainment & Publication
NESTLEIND,Nestle India Ltd.,Fast Moving Consumer Goods
NETWORK18,Network18 Media & Investments Ltd.,Media Entertainment & Publication
NAM-INDIA,Nippon Life India Asset Management Ltd.,Financial Services
NUVOCO,Nuvoco Vistas Corporation Ltd.,Construction Materials
OBEROIRLTY,Oberoi Realty Ltd.,Realty
ONGC,Oil & Natural Gas Corporation Ltd.,Oil Gas & Consumable Fuels
OIL,Oil India Ltd.,Oil Gas & Consumable Fuels
OLECTRA,Olectra Greentech Ltd.,Automobile and Auto Components
PAYTM,One 97 Communications Ltd.,Financial Services
OFSS,Oracle Financial Services Software Ltd.,Information Technology
ORIENTELEC,Orient Electric Ltd.,Consumer Durables
POLICYBZR,PB Fintech Ltd.,Financial Services
PCBL,PCBL Ltd.,Chemicals
PIIND,PI Industries Ltd.,Chemicals
PNBHOUSING,PNB Housing Finance Ltd.,Financial Services
PNCINFRA,PNC Infratech Ltd.,Construction
PVRINOX,PVR INOX Ltd.,Media Entertainment & Publication
PAGEIND,Page Industries Ltd.,Textiles
PERSISTENT,Persistent Systems Ltd.,Information Technology
PETRONET,Petronet LNG Ltd.,Oil Gas & Consumable Fuels
PFIZER,Pfizer Ltd.,Healthcare
PHOENIXLTD,Phoenix Mills Ltd.,Realty
PIDILITIND,Pidilite Industries Ltd.,Chemicals
PEL,Piramal Enterprises Ltd.,Financial Services
PPLPHARMA,Piramal Pharma Ltd.,Healthcare
POLYMED,Poly Medicure Ltd.,Healthcare
POLYCAB,Polycab India Ltd.,Capital Goods
POLYPLEX,Polyplex Corporation Ltd.,Capital Goods
POONAWALLA,Poonawalla Fincorp Ltd.,Financial Services
PFC,Power Finance Corporation Ltd.,Financial Services
POWERGRID,Power Grid Corporation of India Ltd.,Power
PRAJIND,Praj Industries Ltd.,Capital Goods
PRESTIGE,Prestige Estates Projects Ltd.,Realty
PRINCEPIPE,Prince Pipes and Fittings Ltd.,Capital Goods
PRSMJOHNSN,Prism Johnson Ltd.,Construction Materials
PGHH,Procter & Gamble Hygiene & Health Care Ltd.,Fast Moving Consumer Goods
PNB,Punjab National Bank,Financial Services
QUESS,Quess Corp Ltd.,Services
RBLBANK,RBL Bank Ltd.,Financial Services
RECLTD,REC Ltd.,Financial Services
RHIM,RHI MAGNESITA INDIA LTD.,Capital Goods
RITES,RITES Ltd.,Construction
RADICO,Radico Khaitan Ltd,Fast Moving Consumer Goods
RVNL,Rail Vikas Nigam Ltd.,Construction
RCF,Rashtriya Chemicals & Fertilizers Ltd.,Chemicals
RATNAMANI,Ratnamani Metals & Tubes Ltd.,Capital Goods
RTNINDIA,RattanIndia Enterprises Ltd.,Services
RAYMOND,Raymond Ltd.,Textiles
REDINGTON,Redington Ltd.,Services
RELAXO,Relaxo Footwears Ltd.,Consumer Durables
RELIANCE,Reliance Industries Ltd.,Oil Gas & Consumable Fuels
RBA,Restaurant Brands Asia Ltd.,Consumer Services
ROSSARI,Rossari Biotech Ltd.,Chemicals
ROUTE,Route Mobile Ltd.,Telecommunication
SBICARD,SBI Cards and Payment Services Ltd.,Financial Services
SBILIFE,SBI Life Insurance Company Ltd.,Financial Services
SJVN,SJVN Ltd.,Power
SKFINDIA,SKF India Ltd.,Capital Goods
SRF,SRF Ltd.,Chemicals
MOTHERSON,Samvardhana Motherson International Ltd.,Automobile and Auto Components
SANOFI,Sanofi India Ltd.,Healthcare
SAPPHIRE,Sapphire Foods India Ltd.,Consumer Services
SCHAEFFLER,Schaeffler India Ltd.,Automobile and Auto Components
SHARDACROP,Sharda Cropchem Ltd.,Chemicals
SHOPERSTOP,Shoppers Stop Ltd.,Consumer Services
SHREECEM,Shree Cement Ltd.,Construction Materials
RENUKA,Shree Renuka Sugars Ltd.,Fast Moving Consumer Goods
SHRIRAMFIN,Shriram Finance Ltd.,Financial Services
SHYAMMETL,Shyam Metalics and Energy Ltd.,Metals & Mining
SIEMENS,Siemens Ltd.,Capital Goods
SOBHA,Sobha Ltd.,Realty
SOLARINDS,Solar Industries India Ltd.,Chemicals
SONACOMS,Sona BLW Precision Forgings Ltd.,Automobile and Auto Components
SONATSOFTW,Sonata Software Ltd.,Information Technology
STARHEALTH,Star Health and Allied Insurance Company Ltd.,Financial Services
SBIN,State Bank of India,Financial Services
SAIL,Steel Authority of India Ltd.,Metals & Mining
SWSOLAR,Sterling and Wilson Renewable Energy Ltd.,Construction
STLTECH,Sterlite Technologies Ltd.,Telecommunication
SUMICHEM,Sumitomo Chemical India Ltd.,Chemicals
SPARC,Sun Pharma Advanced Research Company Ltd.,Healthcare
SUNPHARMA,Sun Pharmaceutical Industries Ltd.,Healthcare
SUNTV,Sun TV Network Ltd.,Media Entertainment & Publication
SUNDARMFIN,Sundaram Finance Ltd.,Financial Services
SUNDRMFAST,Sundram Fasteners Ltd.,Automobile and Auto Components
SUNTECK,Sunteck Realty Ltd.,Realty
SUPRAJIT,Suprajit Engineering Ltd.,Automobile and Auto Components
SUPREMEIND,Supreme Industries Ltd.,Capital Goods
SUVENPHAR,Suven Pharmaceuticals Ltd.,Healthcare
SUZLON,Suzlon Energy Ltd.,Capital Goods
SWANENERGY,Swan Energy Ltd.,Realty
SYNGENE,Syngene International Ltd.,Healthcare
TCIEXP,TCI Express Ltd.,Services
TCNSBRANDS,TCNS Clothing Co. Ltd.,Textiles
TTKPRESTIG,TTK Prestige Ltd.,Consumer Durables
TV18BRDCST,TV18 Broadcast Ltd.,Media Entertainment & Publication
TVSMOTOR,TVS Motor Company Ltd.,Automobile and Auto Components
TMB,Tamilnad Mercantile Bank Ltd.,Financial Services
TANLA,Tanla Platforms Ltd.,Information Technology
TATACHEM,Tata Chemicals Ltd.,Chemicals
TATACOMM,Tata Communications Ltd.,Telecommunication
TCS,Tata Consultancy Services Ltd.,Information Technology
TATACONSUM,Tata Consumer Products Ltd.,Fast Moving Consumer Goods
TATASTEEL,Tata Steel Ltd.,Metals & Mining
TTML,Tata Teleservices (Maharashtra) Ltd.,Telecommunication
TEAMLEASE,Teamlease Services Ltd.,Services
TECHM,Tech Mahindra Ltd.,Information Technology
TEJASNET,Tejas Networks Ltd.,Telecommunication
NIACL,The New India Assurance Company Ltd.,Financial Services
RAMCOCEM,The Ramco Cements Ltd.,Construction Materials
THERMAX,Thermax Ltd.,Capital Goods
TIMKEN,Timken India Ltd.,Capital Goods
TITAN,Titan Company Ltd.,Consumer Durables
TORNTPHARM,Torrent Pharmaceuticals Ltd.,Healthcare
TORNTPOWER,Torrent Power Ltd.,Power
TCI,Transport Corporation of India Ltd.,Services
TRENT,Trent Ltd.,Consumer Services
TRIDENT,Trident Ltd.,Textiles
TRIVENI,Triveni Engineering & Industries Ltd.,Fast Moving Consumer Goods
TRITURBINE,Triveni Turbine Ltd.,Capital Goods
TIINDIA,Tube Investments of India Ltd.,Automobile and Auto Components
UCOBANK,UCO Bank,Financial Services
UFLEX,UFLEX Ltd.,Capital Goods
UNOMINDA,UNO Minda Ltd.,Automobile and Auto Components
UPL,UPL Ltd.,Chemicals
UTIAMC,UTI Asset Management Company Ltd.,Financial Services
ULTRACEMCO,UltraTech Cement Ltd.,Construction Materials
UNIONBANK,Union Bank of India,Financial Services
UBL,United Breweries Ltd.,Fast Moving Consumer Goods
MCDOWELL-N,United Spirits Ltd.,Fast Moving Consumer Goods
VGUARD,V-Guard Industries Ltd.,Consumer Durables
VMART,V-Mart Retail Ltd.,Consumer Services
VIPIND,V.I.P. Industries Ltd.,Consumer Durables
VAIBHAVGBL,Vaibhav Global Ltd.,Consumer Durables
VTL,Vardhman Textiles Ltd.,Textiles
VARROC,Varroc Engineering Ltd.,Automobile and Auto Components
VBL,Varun Beverages Ltd.,Fast Moving Consumer Goods
MANYAVAR,Vedant Fashions Ltd.,Consumer Services
VEDL,Vedanta Ltd.,Metals & Mining
VIJAYA,Vijaya Diagnostic Centre Ltd.,Healthcare
VINATIORGA,Vinati Organics Ltd.,Chemicals
IDEA,Vodafone Idea Ltd.,Telecommunication
VOLTAS,Voltas Ltd.,Consumer Durables
WELCORP,Welspun Corp Ltd.,Capital Goods
WELSPUNIND,Welspun India Ltd.,Textiles
WESTLIFE,Westlife Foodworld Ltd.,Consumer Services
WHIRLPOOL,Whirlpool of India Ltd.,Consumer Durables
WIPRO,Wipro Ltd.,Information Technology
YESBANK,Yes Bank Ltd.,Financial Services
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Ltd.,Automobile and Auto Components
ZEEL,Zee Entertainment Enterprises Ltd.,Media Entertainment & Publication
ZENSARTECH,Zensar Technolgies Ltd.,Information Technology
ZOMATO,Zomato Ltd.,Consumer Services
ZYDUSLIFE,Zydus Lifesciences Ltd.,Healthcare
ZYDUSWELL,Zydus Wellness Ltd.,Fast Moving Consumer Goods
ECLERX,eClerx Services Ltd.,Services
