Symbol,Security Name,Industry
TITAN,Titan Company Ltd.,CONSUMER GOODS
TORNTPHARM,Torrent Pharmaceuticals Ltd.,PHARMA
TORNTPOWER,Torrent Power Ltd.,POWER
TRENT,Trent Ltd.,CONSUMER SERVICES
TRIDENT,Trident Ltd.,TEXTILES
TRITURBINE,Triveni Turbine Ltd.,INDUSTRIAL MANUFACTURING
TIINDIA,Tube Investments of India Ltd.,AUTOMOBILE
UCOBANK,UCO Bank,FINANCIAL SERVICES
UFLEX,UFLEX Ltd.,INDUSTRIAL MANUFACTURING
UPL,UPL Ltd.,FERTILISERS & PESTICIDES
UTIAMC,UTI Asset Management Company Ltd.,FINANCIAL SERVICES
UJJIVAN,Ujjivan Financial Services Ltd.,FINANCIAL SERVICES
UJJIVANSFB,Ujjivan Small Finance Bank Ltd.,FINANCIAL SERVICES
ULTRACEMCO,UltraTech Cement Ltd.,CEMENT & CEMENT PRODUCTS
UNIONBANK,Union Bank oflndia,FINANCIAL SERVICES
UBL,United Breweries Ltd.,CONSUMER GOODS
MCDOWELL-N,United Spirits Ltd.,CONSUMER GOODS
VGUARD,V-Guard Industries Ltd.,CONSUMER GOODS
VMART,V-Mart Retail Ltd.,CONSUMER SERVICES
VIPIND,V.LP. Industries Ltd.,CONSUMER GOODS
VSTIND,VST Industries Ltd.,CONSUMER GOODS
VAIBHAVGBL,Vaibhav Global Ltd.,CONSUMER SERVICES
VAKRANGEE,Vakrangee Ltd.,IT
VALIANTORG,Valiant Organics Ltd.,CHEMICALS
YTL,Vardhman Textiles Ltd.,TEXTILES
VARROC,Varroc Engineering Ltd.,AUTOMOBILE
VBL,Varun Beverages Ltd.,CONSUMER GOODS
VEDL,Vedanta Ltd.,METALS
VENKEYS,Venky's (India) Ltd.,CONSUMER GOODS
VINATIORGA,Vinati Organics Ltd.,
IDEA,Vodafone Idea Ltd.,
VOLTAS,Voltas Ltd.,
WABCOINDIA,WABCO India Ltd.,
WELCORP,Welspun Corp Ltd.,
WELSPUNIND,Welspun India Ltd.,
WESTLIFE,Westlife Development Ltd.,
WHIRLPOOL,Whirlpool of India Ltd.,
WIPRO,Wipro Ltd.,
WOCKPHARMA,Wockhardt Ltd.,
YESBANK,Yes Bank Ltd.,
ZEEL,Zee Entertainment Enterprises Ltd.,
ZENSARTECH,Zensar Technolgies Ltd.,
ZYDUSWELL,Zydus Wellness Ltd.,
ECLERX,eClerx Services Ltd.,
