Symbol,Security Name,Industry
BRITANNIA,Britannia Industries Ltd.,FOOD AND FOOD PROCESSING
CADILAHC,Cadila Healthcare Ltd.,PHARMACEUTICALS
CAIRN,Cairn India Ltd.,OIL   EXPLORATION/PRODUCTION
CANBK,Canara Bank,BANKS
CANFINHOME,Can Fin Homes Ltd.,FINANCE - HOUSING
CAPF,Capital First Ltd.,FINANCE
CARBORUNIV,Carborundum Universal Ltd.,ABRASIVES
CARERATING,CARE Ltd.,FINANCE
CENTENKA,Century Enka Ltd.,TEXTILES - SYNTHETIC
CENTRALBK,Central Bank of India,BANKS
CENTURYTEX,Century Textile & Industries Ltd.,CEMENT AND CEMENT PRODUCTS
CESC,CESC Ltd.,POWER
CHAMBLFERT,Chambal Fertilizers & Chemicals Ltd.,FERTILISERS
CIPLA,Cipla Ltd.,PHARMACEUTICALS
CLNINDIA,Clariant Chemicals (India) Ltd.,DYES AND PIGMENTS
CMC,CMC Ltd.,COMPUTERS - SOFTWARE
COALINDIA,Coal India Ltd.,MINING
COLPAL,Colgate Palmolive (India) Ltd.,PERSONAL CARE
CONCOR,Container Corporation  of India Ltd.,TRAVEL AND TRANSPORT
COREEDUTEC,CORE Education & Technologies Ltd.,COMPUTERS - SOFTWARE
COROMANDEL,Coromandel International Ltd.,FERTILISERS
CORPBANK,Corporation Bank,BANKS
COX&KINGS,Cox & Kings Ltd.,TRAVEL AND TRANSPORT
CRISIL,CRISIL Ltd.,FINANCE
CROMPGREAV,Crompton Greaves Ltd.,ELECTRICAL EQUIPMENT
CUB,City Union Bank Ltd.,BANKS
CUMMINSIND,Cummins India Ltd.,DIESEL ENGINES
CYIENT,Cyient Ltd.,COMPUTERS - SOFTWARE
DABUR,Dabur India Ltd.,PERSONAL CARE
DBCORP,D.B.Corp Ltd.,PRINTING AND PUBLISHING
DBREALTY,D B Realty Ltd.,CONSTRUCTION
DCBBANK,DCB Bank Ltd,BANKS
DCMSHRIRAM,DCM Shriram Ltd.,DIVERSIFIED
DCW,DCW Ltd.,CHEMICALS - INORGANIC
DEEPAKFERT,Deepak Fertilisers & Petrochemicals Corp. Ltd.,CHEMICALS - INORGANIC
DELTACORP,Delta Corp Ltd.,CONSTRUCTION
DEN,Den Networks Ltd.,MEDIA & ENTERTAINMENT
DENABANK,Dena Bank,BANKS
DHANBANK,Dhanlaxmi Bank Ltd.,BANKS
DHFL,Dewan Housing Finance Corporation Ltd.,FINANCE - HOUSING
DISHMAN,"Dishman Pharmaceuticals &
Chemicals Ltd.",PHARMACEUTICALS
DIVISLAB,Divi's Laboratories Ltd.,PHARMACEUTICALS
DLF,DLF Ltd.,CONSTRUCTION
DREDGECORP,Dredging Corporation of India Ltd.,SHIPPING
DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS
ECLERX,eClerx Services Ltd.,COMPUTERS - SOFTWARE
EDELWEISS,Edelweiss Financial Services Ltd.,FINANCE
EDUCOMP,Educomp Solutions Ltd.,COMPUTERS - SOFTWARE
EICHERMOT,Eicher Motors Ltd.,AUTOMOBILES - 4 WHEELERS
EIDPARRY,E.I.D. Parry (India) Ltd.,FERTILISERS
EIHOTEL,EIH Ltd.,HOTELS
ELDERPHARM,Elder Pharmaceutical s Ltd.,PHARMACEUTICALS
ELECTCAST,Electrosteel Castings Ltd.,CASTINGS/FORGINGS
ELGIEQUIP,Elgi Equipments Ltd.,COMPRESSORS / PUMPS
EMAMILTD,Emami Ltd.,PERSONAL CARE
ENGINERSIN,Engineers India Ltd.,ENGINEERING
ENIL,Entertainment Network India Ltd.,MEDIA & ENTERTAINMENT
ERAINFRA,Era Infra Engineering Ltd.,CONSTRUCTION
EROSMEDIA,Eros Intl Media Ltd.,MEDIA & ENTERTAINMENT
ESABINDIA,ESAB India Ltd.,ELECTRODES
ESCORTS,Escorts Ltd.,AUTOMOBILES - 4 WHEELERS
ESSDEE,Ess Dee Aluminium Ltd.,PACKAGING
ESSELPACK,Essel Propack Ltd.,PACKAGING
EXIDEIND,Exide Industries Ltd.,AUTO ANCILLARIES
FAGBEARING,Fag Bearings India Ltd.,BEARINGS
FDC,FDC Ltd.,PHARMACEUTICALS
FEDERALBNK,Federal Bank Ltd.,BANKS
FINANTECH,Financial Technologies (India) Ltd.,COMPUTERS - SOFTWARE
FINCABLES,Finolex Cables Ltd.,CABLES - POWER
FINPIPE,Finolex Industries Ltd.,PLASTIC AND PLASTIC PRODUCTS
FLEXITUFF,Flexituff International Ltd.,PACKAGING
FMGOETZE,Federal-Mogul Goetze (India) Ltd.,AUTO ANCILLARIES
FORTIS,Fortis Healthcare Ltd.,MISCELLANEOUS
FRL,Future Retail Ltd.,MISCELLANEOUS
FSL,Firstsource Solutions Ltd.,COMPUTERS - SOFTWARE
GABRIEL,Gabriel India Ltd.,AUTO ANCILLARIES
GAIL,GAIL (India) Ltd.,GAS
GAMMNINFRA,Gammon Tnfrastructure Projects Ltd.,CONSTRUCTION
GAMMONIND,Gammon India Ltd.,CONSTRUCTION
GATI,Gati Ltd.,TRAVEL AND TRANSPORT
GDL,Gateway Distriparks Ltd.,TRAVEL AND TRANSPORT
GEOJITBNPP,Geojit BNP Paribas Financial Services Ltd.,FINANCE
GEOMETRIC,Geometric Ltd.,COMPUTERS - SOFTWARE
GESHIP,Great Eastern Shipping Co. Ltd.,SHIPPING
GHCL,GHCL Ltd.,CHEMICALS - INORGANIC
GILLETTE,Gillette India Ltd.,PERSONAL CARE
GIPCL,Gujarat Industries Power Co. Ltd.,POWER
GITANJALI,Gitanjali Gems Ltd.,GEMS JEWELLERY AND WATCHES
GLAXO,Glaxosmithkline Pharmaceuticals Ltd.,PHARMACEUTICALS
GLENMARK,Glenmark Pharmaceuticals Ltd.,PHARMACEUTICALS
GMDCLTD,Gujarat Mineral Development Corporation Ltd.,MINING
GMRINFRA,GMR Infrastructure Ltd.,CONSTRUCTION
GNFC,Gujarat Narmada Valley Fertilisers and Chemicals Ltd.,FERTILISERS
GODFRYPHLP,Godfrey Phillips India Ltd.,CIGARETTES
GODREJCP,Godrej Consumer Products Ltd.,PERSONAL CARE
GODREJIND,Godrej Industries Ltd.,FOOD AND FOOD PROCESSING
GODREJPROP,Godrej Properties Ltd.,CONSTRUCTION
GPPL,Gujarat Pipavav Port Ltd.,SHIPPING
GRAPHITE,Graphite India Ltd.,ELECTRODES
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS
GREAVESCOT,Greaves Cotton Ltd.,DIESEL ENGINES
GRUH,Gruh Finance Ltd.,FINANCE - HOUSING
GSFC,Gujarat State Fertilizers & Chemicals Ltd.,FERTILISERS
GSKCONS,GlaxoSmithkline Consumer Healthcare Ltd.,FOOD AND FOOD PROCESSING
GSPL,Gujarat State Petrone! Ltd.,GAS
GTLINFRA,GTL Infrastructure Ltd.,TELECOMMUNICATION - EQUIPMENT
GTOFFSHORE,GOL Offshore Ltd.,OIL   EXPLORATION/PRODUCTION
GUJALKALI,Gujarat Alkalies & Chemicals Ltd.,CHEMICALS - INORGANIC
GUJFLUORO,Gujarat Fluorochemicals Ltd.,CHEMICALS - ORGANIC
GUJNRECOKE,Gujarat NRE Coke Ltd.,MINING
GUJRATGAS,Gujarat Gas Co. Ltd.,GAS
HCC,Hindu stan Construction Co. Ltd.,CONSTRUCTION
HCL-INSYS,HCL Infosystems Ltd.,COMPUTERS - HARDWARE
HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFf WARE
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING
HDFCBANK,HDFC Bank Ltd.,BANKS
HDIL,Housing Development and Infrastructure Ltd.,CONSTRUCTION
HEG,H.E.G. Ltd.,ELECTRODES
HERITGFOOD,Heritage Foods Ltd.,FOOD AND FOOD PROCESSING
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS
HEXAWARE,Hexaware Technologies Ltd.,COMPUTERS - SOFf WARE
HFCL,Himach al Fut Com Ltd.,TELECOMMUNICATION - EQUIPMENT
HIMATSEIDE,Himatsingka Seide Ltd.,TEXTILE PRODUCTS
HINDALCO,Hindalco Industries Ltd.,ALUMINIUM
HINDCOPPER,Hindustan Copper Ltd.,METALS
HINDOILEXP,Hindu stan Oil Exploration Co. Ltd.,OIL   EXPLORATION/PRODUCTION
HINDPETRO,Hindu stan Petroleum  Corporation Ltd.,REFINERIES
HINDUNILVR,Hindustan Unilever  Ltd.,DIVERSIFIED
HINDZINC,Hindu stan Zinc Ltd.,METALS
HONAUT,Honeywell Automation India Ltd.,ELECTRONICS - INDUSTRIAL
HOTELEELA,Hotel Leelaventure Ltd.,HOTELS
HSIL,HSIL Ltd.,PACKAGING
HTMEDIA,HT Media Ltd.,PRINTING AND PUBLISHING
HUBTOWN,Hubtown Ltd.,CONSTRUCTION
IBPOW,Indiabulls Power Ltd.,POWER
IBREALEST,Indiabulls Real Estate Ltd.,CONSTRUCTION
IBSEC,Indiabulls Securities Ltd.,FINANCE
IBULHSGFIN,Indiabulls Housing Finance Ltd.,FINANCE - HOUSING
ICICIBANK,ICICI Bank Ltd.,BANKS
ICRA,ICRA Ltd.,FINANCE
IDBI,IDBI Bank Ltd.,BANKS
IDEA,Idea Cellular Ltd.,TELECOMMUNICATION - SERVICES
IDFC,IDFC Ltd.,FINANCIAL INSTITUTION
IFCI,IFCI Ltd.,FINANCIAL INSTITUTION
IGL,Indraprastha Gas Ltd.,GAS
IIFL,IIFL Holdings Ltd.,FINANCE
IL&FSENGG,IL&FS Engineering and Construction Company Ltd.,CONSTRUCTION
IL&FSTRANS,IL&FS Transportation Networks Ltd.,TRAVEL AND TRANSPORT
IMFA,INDIAN METALS & FERRO,METALS
INDHOTEL,Indian Hotels Co. Ltd.,HOTELS
INDIACEM,India Cements Ltd.,CEMENT AND CEMENT PRODUCTS
INDIAGLYCO,India Glycols Ltd.,CHEMICALS - ORGANIC
INDIANB,Indian Bank,BANKS
INDRAMEDCO,Indraprastha Medical Corporation Ltd.,MISCELLANEOUS
INDUSINDBK,Indusind Bank Ltd.,BANKS
INFINITE,Tnfinite Computer Solutions (Tndia) Ltd.,COMPUTERS - SOFTWARE
INFRATEL,Bharti Infratel Ltd.,TELECOMMUNICATION - EQUIPMENT
INFY,Infosys Ltd.,COMPUTERS - SOFTWARE
INGERRAND,Ingersoll Rand (India) Ltd.,COMPRESSORS / PUMPS
INGVYSYABK,ING Vysya Bank Ltd.,BANKS
INOXLEISUR,Inox Leisure Ltd.,MEDIA & ENTERTAINMENT
IOB,Indian Overseas Bank,BANKS
roe,Indian Oil Corporation Ltd.,REFINERIES
IPCALAB,Ipca Laboratories Ltd.,PHARMACEUTICALS
IRB,IRB Infrastructure Developers Ltd.,CONSTRUCTION
ITC,I T C Ltd.,CIGARETTES
IVRCLINFRA,IVRCL Ltd.,CONSTRUCTION
J&KBANK,Jammu & Kashmir Bank Ltd.,BANKS
JAGRAN,Jagran Prakashan Ltd.,PRINTING AND PUBLISHING
JAICORPLTD,Jai Corp Ltd.,PLASTIC AND PLASTIC PRODUCTS
JBCHEPHARM,J.B. Chemicals & Pharmaceuticals Ltd.,PHARMACEUTICALS
JBFIND,JBF Industries Ltd.,TEXTILES - SYNTHETIC
JINDALSAW,Jindal Saw Ltd.,STEEL AND STEEL PRODUCTS
JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS
JISLJALEQS,Jain Irrigation Systems Ltd.,PLASTIC AND PLASTIC PRODUCTS
JKIL,J.Kumar Infraprojects Ltd.,CONSTRUCTION
JKLAKSHMI,JK Lakshmi Cement Ltd.,CEMENT AND CEMENT PRODUCTS
JKTYRE,JK Tyre & Industries Ltd..,TYRES
JMFINANCIL,JM Financial Ltd.,FINANCE
JPASSOCIAT,Jaiprakash Associates Ltd.,CONSTRUCTION
JPINFRATEC,Jaypee Infratech Ltd.,CONSTRUCTION
JPPOWER,Jaiprakash Power Ventures Ltd,POWER
JSL,Jindal Stainless Ltd.,STEEL AND STEEL PRODUCTS
JSWENERGY,JSW Energy Ltd.,POWER
JSWHL,JSW Holdings Ltd.,FINANCE
JSWSTEEL,JSW Steel Ltd.,STEEL AND STEEL PRODUCTS
JUBILANT,Jubilant Life Sciences Ltd.,PHARMACEUTICALS
JUBLFOOD,Jubilant Foodworks Ltd.,FOOD AND FOOD PROCESSING
JUSTDIAL,Justdial Ltd.,COMPUTERS - SOFTWARE
JYOTHYLAB,Jyothy Laboratories Ltd.,PERSONAL CARE
JYOTISTRUC,Jyoti Structures Ltd.,TRANSMISSION TOWERS
KAJARIACER,Kajaria Ceramics Ltd.,CERAMICS AND SANITARYWARE
KALPATPOWR,Kalpataru Power Transmission Ltd.,TRANSMISSION TOWERS
KANSAINER,Kansai Nerolac Paints Ltd.,PAINTS
KARURVYSYA,Karur Vysya Bank Ltd.,BANKS
KCP,KCP Ltd.,CEMENT AND CEMENT PRODUCTS
KEC,Kee International Ltd.,ENGINEERING
KESORAMIND,Kesoram Industries Ltd.,TYRES
KKCL,Kewal Kiran Clothing Ltd.,TEXTILE PRODUCTS
KOLTEPATIL,Kolte-Patil Developers Ltd.,CONSTRUCTION
KOTAKBANK,Kotak Mahindra Bank Ltd.,BANKS
KPIT,KPIT Technologies Ltd.,COMPUTERS - SOFf WARE
KSBPUMPS,KSB Pumps Ltd.,COMPRESSORS / PUMPS
KSCL,Kaveri Seed Company Ltd.,FOOD AND FOOD PROCESSING
KSK,KSK Energy Ventures Ltd,POWER
KTKBANK,Karnataka Bank Ltd.,BANKS
L&TFH,L&T Finance Holdings Ltd.,FINANCE
LAKSHVILAS,Lakshmi Vilas Bank Ltd.,BANKS
LAXMIMACH,Lakshmi Machine Works Ltd.,TEXTILE MACHINERY
LICHSGFIN,LIC Housing Finance Ltd.,FINANCE - HOUSING
LINDEINDIA,Linde India Ltd.,GAS
LITL,Lanco Infratech Ltd.,CONSTRUCTION
LOVABLE,Lovable Lingerie Ltd.,TEXTILE PRODUCTS
LT,Larsen & Toubro Ltd.,ENGINEERING
LUPIN,Lupin Ltd.,PHARMACEUTICALS
M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS
M&MFIN,Mahindra & Mahindra Financial Services Ltd.,FINANCE
MAGMA,Magma Fincorp Ltd.,FINANCE
MAHLIFE,Mahindra Lifespace Developers Ltd.,CONSTRUCTION
MAHSCOOTER,Maharashtra Scooters Ltd.,AUTO ANCILLARIES
MAHSEAMLES,Maharashtra Seamless Ltd.,STEEL AND STEEL PRODUCTS
MANDHANA,Mandhana Industries Ltd.,TEXTILE PRODUCTS
MANGCHEFER,Mangalore Chemicals & Fertilizers Ltd.,PESTICIDES AND AGROCHEMICALS
MANINDS,Man Industries (India) Ltd.,STEEL AND STEEL PRODUCTS
MANINFRA,Man Infracon struction Ltd.,CONSTRUCTION
MARICO,Marico Ltd.,PERSONAL CARE
MARUTI,Maruti Suzuki India Ltd.,AUTOMOBILES - 4 WHEELERS
MASTEK,Mastek Ltd.,COMPUTERS - SOFTWARE
MAX,Max India Ltd.,FINANCE
MCDOWELL-N,United Spirits Ltd.,BREW/DISTILLERIES
MCLEODRUSS,McLeod Russel India Ltd.,TEA AND COFFEE
MERCATOR,Mercator Ltd.,MINING
MERCK,Merck Ltd.,PHARMACEUTICALS
MHRIL,Mahindra Holidays & Resorts India Ltd.,HOTELS
MINDTREE,MindTree Ltd.,COMPUTERS - SOFTWARE
MMTC,MMTC Ltd.,TRADING
MOIL,MOIL Ltd.,METALS
MONNETISPA,Monnet   spat and Energy Ltd.,STEEL AND STEEL PRODUCTS
MONSANTO,Monsanto India Ltd.,PESTICIDES AND AGROCHEMICALS
MOTHERSUMI,Motherson Sumi Systems Ltd.,AUTO ANCILLARIES
MOTILALOFS,Motilal Oswal Financial Services Ltd.,FINANCE
MPHASIS,MphasiS Ltd.,COMPUTERS - SOFTWARE
MRF,MRF Ltd.,TYRES
MRPL,"Mangalore Refinery &
Petrochemicals Ltd.",REFINERIES
MTEDUCARE,MT Educare Ltd.,MISCELLANEOUS
MUTHOOTFIN,Muthoot Finance Ltd.,FINANCE
NATIONALUM,National Aluminium Co. Ltd.,ALUMINIUM
NAUKRI,Info Edge (India) Ltd.,COMPUTERS - SOFf WARE
NAVNETEDUL,Navneet Education Ltd.,PRINTING AND PUBLISHING
NBCC,National Buildings Construction Corporation Ltd.,CONSTRUCTION
NBVENTURES,Nava Bharat Ventures Ltd.,POWER
NCC,NCC Ltd.,CONSTRUCTION
NETWORK18,Networkl8 Media & Investments Ltd.,MEDIA & ENTERTAINMENT
NEYVELILIG,Neyveli Lignite Corporation Ltd.,POWER
NHPC,NHPC Ltd.,POWER
NIITLTD,NIIT Ltd.,COMPUTERS - SOFf WARE
NIITTECH,NIIT Technologies Ltd.,COMPUTERS - SOFf WARE
NMDC,NMDC Ltd.,MINING
NOIDATOLL,Noida-Toll Bridge Co. Ltd.,CONSTRUCTION
NTPC,NTPC Ltd.,POWER
OBEROIRLTY,Oberoi Realty Ltd.,CONSTRUCTION
OFSS,Oracle Financial Services Software Ltd.,COMPUTERS - SOFf WARE
OIL,Oil India Ltd.,OIL   EXPLORATION/PRODUCTION
OMAXE,Omaxe Ltd.,CONSTRUCTION
ONGC,Oil & Natural Gas Corporation Ltd.,OIL   EXPLORATION/PRODUCTION
OPTOCIRCUI,Opto Circuits (I) Ltd.,PHARMACEUTICALS
ORBITCORP,Orbit Corporation Ltd.,CONSTRUCTION
ORCHIDCHEM,Orchid Chemicals & Pharmaceuticals Ltd.,PHARMACEUTICALS
ORIENTBANK,Oriental Bank of Commerce,BANKS
ORISSAMINE,Orissa Min Dev Co Ltd.,MINING
PAGEIND,Page Industries Ltd.,TEXTILE PRODUCTS
PARSVNATH,Parsvnath Developer Ltd.,CONSTRUCTION
PATELENG,Patel Engineering Ltd.,CONSTRUCTION
PEL,Piramal Enterprises Ltd.,PHARMACEUTICALS
PENINLAND,Peninsula Land Ltd.,CONSTRUCTION
PERSISTENT,Persistent Systems Ltd.,COMPUTERS - SOFf WARE
PETRONET,Petronet LNG Ltd.,GAS
PFC,Power Finance Corporation Ltd.,FINANCIAL INSTITUTION
PFIZER,Pfizer Ltd.,PHARMACEUTICALS
PFOCUS,Prime Focus Ltd,MEDIA & ENTERTAINMENT
PFS,PTC India Fin Serv Ltd.,FINANCE
PGHH,Procter & Gamble Hygiene & Health Care Ltd.,PERSONAL CARE
PHOENIXLTD,Phoenix Mills Ltd.,CONSTRUCTION
PIDILITIND,Pidilite Industries Ltd.,CHEMICALS - SPECIALITY
PIIND,PI Industries Ltd.,PESTICIDES AND AGROCHEMICALS
PIPAVAVDOC,Pipavav Defence and Offshore Engineering Company Ltd.,SHIPPING
PNB,Punjab National Bank,BANKS
POLARIS,Polaris Financial Technology Ltd.,COMPUTERS - SOFf WARE
POWERGRID,Power Grid Corporation  of India Ltd.,POWER
PRAJIND,Praj Industries Ltd.,ENGINEERING
PRAKASH,Prakash Industries Ltd.,STEEL AND STEEL PRODUCTS
PRESTIGE,Prestige Estates Projects Ltd.,CONSTRUCTION
PRISMCEM,Prism Cement Ltd.,CEMENT AND CEMENT PRODUCTS
PTC,PTC India Ltd.,POWER
PUNJLLOYD,Punj Lloyd Ltd.,CONSTRUCTION
PURVA,Puravankara Projects Ltd.,CONSTRUCTION
PVR,PVR Ltd.,MEDIA & ENTERTAINMENT
RADICO,Radico Khaitan Ltd,BREW/DISTILLERIES
RAMCOCEM,The Ramco Cements Ltd.,CEMENT AND CEMENT PRODUCTS
RAMCOIND,Ramco Industries Ltd.,CEMENT AND CEMENT PRODUCTS
RANBAXY,Ranbaxy Laboratories Ltd.,PHARMACEUTICALS
RASOYPR,Rasoya Proteins Ltd.,SOLVENT EXTRACTION
RAYMOND,Raymond Ltd.,TEXTILE PRODUCTS
RCF,Rashtriya Chemicals & Fertilizers Ltd.,FERTILISERS
RCOM,Reliance Communications Ltd.,TELECOMMUNICATION - SERVICES
RECLTD,Rural Electrification Corporation Ltd.,FINANCIAL INSTITUTION
REDINGTON,Redington (India) Ltd.,TRADING
REIAGROLTD,Rei Agro Ltd.,FOOD AND FOOD PROCESSING
RELCAPITAL,Reliance Capital Ltd.,FINANCE
RELIANCE,Reliance Industries Ltd.,REFINERIES
RELIGARE,Religare Enterprises Ltd.,FINANCE
RELINFRA,Reliance Infrastructure Ltd.,POWER
RENUKA,Shree Renuka Sugars Ltd.,SUGAR
RIIL,R eliance Tndustrial Tnfrastructure Ltd.,ENGINEERING
ROLTA,Rolta India Ltd.,COMPUTERS - SOFTWARE
RPOWER,Reliance Power Ltd.,POWER
RUCHISOYA,Ruchi Soya Industries Ltd.,SOLVENT EXTRACTION
SADBHAV,Sadbhav Engineering  Ltd,CONSTRUCTION
SAIL,Steel Authority oflndia Ltd.,STEEL AND STEEL PRODUCTS
SANOFI,Sanofi India Ltd.,PHARMACEUTICALS
SBBJ,State Bank of Bikaner & Jaipur Ltd.,BANKS
SEIN,State Bank oflndia,BANKS
SBT,State Bank of Travancore,BANKS
SCI,Shipping Corporation oflndia Ltd.,SHIPPING
SEINV,S.E. Investments Ltd.,FINANCE
SHANTIGEAR,Shanthi Gears Ltd.,AUTO ANCILLARIES
SHASUNPHAR,Shasun Pharmaceuticals Ltd.,PHARMACEUTICALS
SHOPERSTOP,Shoppers Stop Ltd.,MISCELLANEOUS
SHREECEM,Shree Cement Ltd.,CEMENT AND CEMENT PRODUCTS
SHRENUJ,Shrenuj & Co. Ltd.,GEMS JEWELLERY AND WATCHES
SHRIRAMCIT,Shriram City Union Finance Ltd.,FINANCE
SIEMENS,Siemens Ltd.,ELECTRICAL EQUIPMENT
SIMPLEXINF,Simplex Infrastructures Ltd.,CONSTRUCTION
SINTEX,Sintex Industries Ltd.,PLASTIC AND PLASTIC PRODUCTS
SKFINDIA,SKF India Ltd.,BEARINGS
SKSMICRO,SKS Microfinance Ltd.,FINANCE
SKUMARSYNF,S. Kumars Nationwide Ltd.,TEXTILE PRODUCTS
SOBHA,Sobha Developers Ltd.,CONSTRUCTION
SONASTEER,Sona Koyo Steering Systems Ltd.,AUTO ANCILLARIES
SONATSOFTW,Sonata Software Ltd.,COMPUTERS - SOFTWARE
SOUTHBANK,South Indian Bank Ltd.,BANKS
SPARC,Sun Pharma Advanced Research Company Ltd.,PHARMACEUTICALS
SREINFRA,SREI Infrastructure Finance Ltd.,FINANCE
SRF,SRF Ltd.,TEXTILES - SYNTHETIC
SRTRANSFIN,Shriram Transport Finance Co. Ltd.,FINANCE
SSLT,Sesa Sterlite Ltd.,MINING
STAR,Strides Arcolab Ltd.,PHARMACEUTICALS
STRTECH,Sterlite Technologies Ltd.,ELECTRICAL EQUIPMENT
SUNDARMFIN,Sundaram Finance Ltd.,FINANCE
SUNDRMFAST,Sundram Fasteners Ltd.,FASTNERS
SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS
SUNTECK,Sunteck Realty Ltd.,CONSTRUCTION
SUNTV,Sun TV Network Ltd.,MEDIA & ENTERTAINMENT
SUPPETRO,Supreme Petrochem Ltd.,PETROCHEMICALS
